head_id,relation_id,tail_id
9602,13,1875540
395606,65,52548
167574,109,742793
829323,109,314897
1272011,13,1272012
1971291,41,2111039
1643532,88,307298
798078,13,797734
2077118,13,1707868
169655,109,314897
1586973,62,58179
364625,16,367738
289837,40,1531728
1995173,13,1371439
1391,21,1869434
60914,109,314897
391771,65,3680
1618787,13,1619322
2004285,63,2003951
6440,40,1864822
14949,16,365894
7546,41,2167052
1914892,7,637824
389400,54,205055
133927,13,1353579
94893,40,2107919
246818,40,1044147
358482,109,742792
2194144,7,416517
2016296,7,417781
1156557,13,1156565
373232,13,372014
376208,13,459173
2035545,62,8350
2193281,63,2193158
332094,7,258782
376733,13,870341
851385,13,1415704
2119736,62,3955
11153,40,1867027
1753579,40,2150042
734143,6,320176
555208,13,554203
321121,6,6545
364721,13,362082
485450,13,501354
1915234,7,260388
149629,6,292922
377908,13,503362
88290,41,78677
1602071,13,1601492
93448,42,75719
246258,109,314897
6886,40,113138
1969986,62,548
38369,13,501892
89980,42,178501
1991341,13,2082881
530459,40,102190
11733,45,4721
390953,65,3179
40681,13,1427330
5927,40,263167
5451,42,82765
2039378,88,156494
224044,88,87835
251734,54,1286
2020675,63,2020320
375491,13,853204
2095538,170,618752
13503,42,73266
1260803,13,485286
1232126,13,1388495
109914,109,393568
1887689,88,223546
5973,13,505003
52443,35,6671
43454,13,1431902
101439,46,9827
869,35,1082275
1471564,63,1470757
573486,41,934440
95688,40,2148521
1950599,16,1950568
1514043,16,852775
1607796,88,706916
37860,13,501748
375624,13,371668
263164,88,614392
605368,41,2147472
1658078,63,832717
197603,170,2071
845413,62,10884
12282,109,3812
1672524,7,1674816
463298,13,1432230
93450,41,2167263
1962511,7,1961680
133514,7,1861847
1521970,63,1521884
789568,13,367236
1402131,13,1852273
37091,26,1283304
381909,13,1114460
1913404,7,1856437
1912842,7,1765068
110952,88,87953
609898,40,1013225
596515,40,890076
2105798,13,870057
109717,6,319922
1767651,106,143324
18610,6,102898
374362,13,368332
133459,16,374979
1554,63,834686
113426,88,8658
8954,16,1890168
1621080,13,1621085
14657,65,288
8180,16,170641
13699,13,667192
1838919,63,838905
1512081,88,155949
955959,13,781235
724024,7,487818
1833882,41,2083852
95897,41,2170712
373649,13,458180
168397,65,52548
120160,35,13384
15096,42,180058
837660,62,4553
92818,40,1531106
6440,41,1090327
2163172,88,285059
222585,63,1239227
2092951,63,2093635
1156734,21,1869431
404143,20,665590
1249815,21,1869431
40333,6,367
1855621,7,1796532
376487,13,369834
376266,13,367619
61246,13,1240945
15345,40,1624250
166290,109,314897
1582498,62,4203
793081,13,1660510
4675,88,706916
24266,16,1365915
190631,48,1763133
93665,40,1022025
1976030,88,157928
2183413,13,863455
617906,7,1861020
2103221,88,706916
640706,48,1534284
177563,7,1104541
1914219,7,416409
467115,13,708237
2004766,88,2024863
4943,13,370786
1746,35,13356
2162199,109,393568
120414,35,13384
91092,40,1267799
62143,7,1270299
635743,7,746096
1830107,63,1830076
280038,13,708247
372935,13,366423
16416,54,107911
2073127,13,2073106
852236,13,767650
1917320,7,736499
365312,13,371336
373076,13,457955
2088044,88,1421016
397839,54,99896
1947740,88,87828
503679,13,498153
7936,7,81858
1916945,7,417819
1813260,40,910920
812775,13,815492
786724,13,786246
707558,41,1024129
604598,48,1084721
838618,63,838622
17051,7,2134558
210509,88,4406
1716592,63,1717176
2004285,62,7059
12306,41,243505
1918265,13,371320
7056,40,1838507
905,48,915472
1588558,63,1587274
11964,55,3550
112352,109,314897
1522108,62,7540
1620620,13,1620363
31715,26,1121444
593700,40,589399
27057,16,2190173
26355,16,993696
839492,63,841548
783423,35,1666830
1924011,13,1923986
458747,13,366785
202647,88,2187425
1649241,63,829551
2010511,7,2010510
2077949,13,457205
49976,45,1758287
1232962,13,1232961
3141,13,361816
1916249,7,1701021
10602,16,1972838
2174399,7,2173851
2112,42,75811
12296,40,272332
85227,16,502673
235480,41,1122099
134001,13,368018
27237,13,363670
60858,63,829610
14854,6,4569
17431,54,7283
8872,40,121760
850878,13,506801
14147,40,1365820
94760,40,2147167
1658108,63,832410
485431,13,763969
85116,13,281535
51251,13,767964
303974,62,1553
1889736,88,447335
389155,48,1879715
397671,65,47806
13880,13,1432075
2054474,63,2054654
1656296,63,1278210
376699,13,369911
2040296,106,778475
116343,88,801948
1838862,63,841875
374318,13,369459
649153,6,649139
503889,13,498870
2092982,62,3396
87588,63,837924
134283,13,369663
2039514,63,1717776
310816,42,1355950
503756,13,498148
282424,21,1145
7119,13,500378
618178,63,1400475
1773702,63,1774100
1715977,13,1591929
382239,106,17765
59877,35,1462386
1472002,13,1481097
2010647,35,1500550
1768688,41,2018942
2020655,62,8273
2186168,109,314897
2194597,7,1459013
2194857,7,2193612
489813,48,1570318
893,13,173056
228,13,531062
4415,26,1283299
318305,13,364046
17199,13,365581
895003,106,17322
197066,109,314897
2044636,7,2044637
321444,6,10357
372999,13,361251
787784,35,364347
1970509,63,1970313
9724,35,9725
1916969,7,542049
1913687,7,1270096
6799,41,1927784
1913157,7,487203
7255,20,1118770
1644975,63,833510
275257,35,911810
392,13,1659842
845633,63,1587825
1497248,13,876507
372808,13,371159
1588341,63,1587974
187099,46,2112
87726,6,7620
2106844,13,2106733
477,42,970762
834933,63,835386
821033,13,821035
820702,63,843792
110441,88,156859
1886160,13,502337
16777,20,665587
835252,63,832710
1769181,40,1502745
1916668,7,789906
1932847,13,1471904
458862,13,458570
13219,20,665654
601209,88,14130
2806,40,1377663
1916914,7,488779
851764,13,500472
1238930,63,1238933
2152805,7,2153413
7603,20,665643
836891,62,11630
359844,109,742791
391443,65,17455
199642,88,282085
1157439,7,2019615
80205,35,417331
791542,13,792267
1512507,35,310453
14652,35,14642
364742,16,627340
321490,6,11027
168344,88,1572473
365387,42,200648
2527,35,589909
1422056,13,1522268
247639,40,840702
1572641,40,1702
530459,40,1512064
1428438,13,502046
1658781,63,836397
397403,54,13537
120254,35,13384
1260699,13,1877608
490933,6,15439
1864745,62,3586
93188,40,1151958
2105778,13,2052373
2038443,40,2144405
1657289,62,7108
619002,35,912455
1080996,109,393568
831631,63,1239327
2806,40,1805730
187097,88,17311
92669,41,1543811
422165,16,603413
1926083,35,1500562
85331,46,2321
15345,40,2153579
85176,6,143917
94828,40,941396
1544927,88,741500
14744,16,1919189
462638,48,924049
1716739,63,1718419
1417254,13,1629302
273178,35,1377945
863284,13,871275
1754204,16,1932311
1430134,13,135583
2193323,63,2192894
842556,63,836290
834441,63,1279257
787242,13,786881
5615,35,1744
121599,106,140363
202893,63,839272
1630277,109,1254259
790521,13,723239
2171790,63,845958
75333,48,915474
122260,106,140359
285612,88,1421016
851648,13,506935
7167,7,1859831
95698,40,1792968
375563,13,1865605
162455,106,229551
662507,13,1400993
378211,13,506773
62687,20,1118830
1231898,16,1401828
373630,13,366127
1916725,7,1777383
318428,13,366860
2035550,63,2036116
317402,88,53412
110279,106,382200
12682,13,792448
321556,6,65421
1162464,13,1708815
187131,6,11618
2020659,62,1545
6551,6,1232
15965,26,1283324
24160,16,2121410
2151537,63,1970334
2139467,16,2139458
460154,62,8259
799859,13,862128
89235,42,1626200
321456,6,320128
16791,40,882353
2148602,109,314897
4723,16,1424951
1888595,106,1417217
9596,20,665609
1815979,109,314897
373402,13,771381
2195532,13,2195358
1118847,88,53246
629463,88,17376
6838,88,7449
391404,54,17190
1716722,63,1717942
639805,21,1869720
2173487,7,2173849
95897,41,2115739
1834299,40,1095133
1621368,13,1621373
1377326,13,1377330
116497,65,3800
358547,88,54956
364290,13,363967
736464,7,736926
91275,40,1623530
17313,42,70012
364338,13,318001
530459,40,181631
101380,88,706919
5034,48,1769847
1914410,7,1227291
6540,16,1430294
1767393,40,2191132
1657983,63,841847
162484,88,398488
2804,16,1683939
613466,48,982359
6164,40,272954
92798,40,1781980
1572951,40,966076
172989,13,667019
2076,20,665590
1792833,62,53257
832521,63,832527
9330,13,501003
240215,106,1953
383800,13,501781
95969,40,966108
1854828,63,1854369
684709,88,882307
1749040,16,1099362
91275,41,1944484
8180,16,1491678
528348,13,534527
396632,65,9439
375375,13,367101
1716742,62,4483
103643,13,531002
122300,35,918804
56229,88,365377
835488,62,4004
17222,55,282433
1916192,7,1356836
838351,63,843797
17013,13,1708030
1913585,7,827935
528597,7,2115909
1545006,40,904573
1997066,7,1996242
4287,7,604423
2119631,62,1553
375978,13,366312
45001,6,319779
2087483,40,2163590
992674,35,1015277
377851,13,458024
2092956,62,6213
851845,13,500863
648640,13,648210
374094,13,369085
846223,109,314897
1842101,16,1842096
1384743,16,1761315
2056449,109,314897
88279,40,2145625
1915976,7,1268609
33499,16,1463263
9801,7,1412168
1974034,13,1974021
236769,41,2084482
374396,13,369911
171257,13,363892
1769185,41,1943443
1948922,88,741850
2036696,13,2018211
1278376,62,105
378382,13,134517
648616,13,1495997
377842,13,499613
1262636,13,852919
594880,42,10120
375008,13,500514
1690728,13,1249506
812808,7,828476
87625,55,712513
5831,13,405292
1917740,7,415410
2451,45,6481
2044644,7,2044645
11747,109,3812
1912801,7,1270205
88458,40,2089276
771110,13,1592793
1889676,40,891379
91108,40,1086302
1914142,7,1357772
61842,13,319190
1761874,13,361718
219465,7,638160
10506,16,934743
1463394,16,1671520
591418,88,156271
13839,13,366093
112954,109,314897
485419,13,485201
815749,13,822221
414234,62,3586
125633,16,1901437
121245,35,143940
637639,35,623653
1769530,62,6365
530459,42,73557
235480,42,2148760
373604,13,2051475
1806546,41,1110704
770421,16,1401736
506107,13,499462
561,6,14060
24735,6,12757
133585,35,173219
797242,35,1498788
780541,13,781616
87621,62,986
595712,41,2147504
1258976,45,463213
94828,40,941464
842595,63,1239474
84905,45,127224
272225,35,8661
811543,7,737006
758552,45,58
1049671,88,307298
91870,40,1948030
95838,40,2063286
373022,13,409472
1651246,7,1742791
365104,13,368303
1743247,7,1742171
613923,35,903938
144328,6,85196
320601,6,935
292505,35,884001
797817,13,646868
1913682,7,1674488
373210,13,1591662
1970492,62,1002
167737,88,631318
13285,7,647243
25859,16,370258
93401,40,1080438
76324,6,320097
5451,42,892200
558095,16,1241303
1832737,40,2004747
1768493,40,2033356
1262595,13,1262458
47379,35,10302
273417,7,1943730
1751227,6,320277
1915106,7,283135
2193701,7,2094310
280843,13,1261641
1628810,7,1157347
6036,7,25494
490937,109,3812
16093,13,667883
2174922,13,2045528
295413,6,74378
84176,40,162828
377254,13,370656
1582241,41,179244
599057,170,4101
376298,13,372105
844016,62,4739
3746,65,99
1913165,7,282991
2093017,63,2093693
7542,41,469293
247700,40,240342
14250,13,502316
641254,106,140380
528083,7,1057023
2095354,13,1761248
1989989,13,1932032
1792869,62,47203
4204,55,12580
259846,7,1861468
1950335,65,14046
1852483,13,1852269
1970504,62,258
456164,6,1619
1747808,109,232563
304636,35,883486
1947974,88,307298
1262666,13,1262665
628125,40,110098
1658629,63,838623
5263,41,785601
60892,7,271750
1691169,13,1401288
52358,40,390444
165016,109,393568
1914178,7,1410601
12879,6,7515
95958,41,2033392
126681,35,5836
8917,20,665792
250608,88,156881
593721,42,82301
1486720,16,2090704
236402,41,198743
1741108,7,1742530
744440,6,744404
97394,65,2393
1658362,63,836413
2173332,7,2173721
2174412,7,2154951
68434,13,764487
13801,6,42222
1232087,13,1381781
4316,13,506812
1917007,7,1357831
851942,13,501342
592467,48,122676
1606593,63,830040
133855,21,1869431
10795,6,11329
391114,65,9741
801400,13,798043
122147,35,147955
814685,13,1429048
11140,35,2060250
166399,109,314897
2108233,88,314900
122220,106,148424
171910,13,366541
112270,88,155949
102703,88,156564
1119,40,910480
1522223,62,10882
404569,13,667321
873201,63,841057
236769,40,1123870
2098959,13,2028472
259543,65,288
2032409,13,1989408
2004162,62,979
1840071,13,1830668
65405,6,835
63561,62,2145
851536,13,499721
1360204,13,1471904
374443,13,552493
376197,13,366348
10253,88,221681
842213,63,1238114
539089,16,781248
1912,13,1486111
1573052,109,393568
237504,40,884193
755,16,850775
1282853,13,1493494
13822,13,361489
413984,7,180454
8358,40,1629544
320002,6,7654
834422,63,834429
18440,6,16470
356699,35,1406669
869953,13,1600895
624742,7,1875795
812642,48,2135234
114121,48,946380
375107,13,369361
246932,41,968216
784407,7,1825790
4287,16,499650
1249498,13,1797248
1471417,62,9794
9155,48,1829201
50698,26,1118838
1114598,13,559922
843707,62,8262
289712,35,275648
3664,6,7734
1358285,13,371197
236801,40,996382
48224,16,1899607
1400031,62,4203
593944,41,1676167
2193363,63,873455
1284,40,1286
707116,170,4101
503802,13,498250
1514836,6,16260
164909,88,155949
1917385,7,747249
1370320,40,1970863
3303,20,665631
4427,20,665604
121503,109,393568
1110476,54,101947
1913078,7,809946
1921805,88,87828
187270,109,314897
286298,88,54956
192394,170,1869248
9236,41,1225167
1395142,16,1644801
1856844,7,1855838
1588340,63,1587530
2020101,63,830165
2035563,62,6599
1949607,63,1950236
1921367,109,393568
125526,16,1360456
1913349,7,417688
1887438,63,1470533
377734,13,458326
649192,13,648021
139074,35,137533
1665670,13,1665669
528343,13,534924
2043221,13,1389556
18068,13,409970
364463,13,171678
50632,16,360956
378191,13,1753888
37503,16,500348
2098337,7,2097718
375185,13,781695
15669,6,1153
1658071,63,835001
648796,13,648084
5866,7,1860071
541593,13,642220
1830198,63,1830048
88281,40,169383
2043128,7,461394
1854739,63,1854434
396976,54,226404
616271,88,11209
2719,26,1118834
95946,40,12537
1270526,35,417288
492595,7,828682
1462935,16,1932421
1915328,7,257251
374112,13,370446
504063,13,501740
1645548,63,833457
2119742,62,5247
469647,6,367
1657184,62,702
829013,63,842851
2185383,13,2159720
356751,7,535956
13219,13,505556
2151458,62,1547
365037,6,34685
1420182,16,1420174
1923059,62,258
372248,13,360850
833055,109,314897
1287672,7,1537646
304980,7,2009859
1292238,88,1571826
630795,42,271959
115724,88,87828
11210,6,456861
321239,6,1643541
316672,40,1355400
2139318,16,2189597
1888171,40,883181
1701995,16,1701956
102508,40,122809
554809,13,499697
53298,63,1970017
2136331,13,2117910
33482,13,2055434
196886,106,234764
394003,65,52548
2092960,62,3587
1250471,13,1353301
1156608,13,1147393
1914752,7,461595
9381,41,72042
17148,13,2107435
1278605,62,3992
372909,13,648097
812789,63,841962
121581,46,3770
456981,6,12733
4364,48,2116771
52638,48,1452542
851133,13,498863
395925,54,102883
375158,13,367043
364876,6,13834
377965,13,1353580
1915540,7,1700475
595819,40,1361148
246904,40,1533375
5642,35,1078999
732376,13,1486131
1591506,13,1262516
851295,13,171933
2136515,13,2136521
462316,7,1919532
48018,13,361595
133623,16,1866255
551743,48,928642
13547,6,7848
100017,46,17824
118114,88,6673
1683758,13,133924
1658734,63,834945
593695,46,6166
1354826,13,1276307
1948482,106,1834215
2847,16,795426
871969,13,815262
103667,13,362981
485331,13,1618546
708675,170,102616
372652,13,361718
554787,13,554186
321129,6,65337
92157,40,1354032
180488,65,9190
122429,48,1115401
1515263,13,1515265
13797,13,368891
505,13,553911
2064250,88,706916
554827,13,554139
2820,13,532419
1420052,13,1420053
55623,88,706916
2054436,62,96
17313,40,1501450
852374,16,1388507
25069,13,504620
102272,88,8729
9827,40,448432
233242,7,720161
320907,6,84968
652570,7,2173955
600728,88,157578
871737,13,871178
110212,106,229551
2117563,13,2117502
49714,16,1795283
2014767,7,2015964
2149031,40,2169281
2026765,13,2036761
87888,7,1695190
756832,6,14577
115702,54,17957
1657931,63,845790
1260707,13,1276968
485343,13,503649
1887875,40,980981
202537,88,61038
1288448,16,797976
210142,106,446591
1755258,63,1775666
4921,16,1891849
2024564,88,2024646
10160,55,26788
16528,16,374536
841560,62,3032
321244,6,7958
5983,13,1422577
1914119,7,637838
435623,40,1019155
320571,6,670
2006108,88,589300
1914455,7,283071
536868,16,1892677
6704,41,1480529
1870870,13,1877878
620502,170,102616
88443,40,914625
1833414,88,706916
821930,13,1671322
1645674,63,833296
2004174,63,2003647
92785,40,964286
1790974,13,1790968
396718,54,47579
171911,13,579037
1993695,13,1993640
16520,6,322454
377813,13,852300
110435,106,16154
1834141,40,2188727
2117516,13,2117494
13947,35,17477
831551,62,4237
58536,65,52548
83902,48,1028403
1657926,63,845791
868210,63,1278195
29353,13,799445
247386,42,180176
9624,88,2096504
319329,13,319328
1426300,13,2027108
17319,35,171697
1657607,63,1854436
378414,13,372110
1888170,40,897383
119761,106,5232
163309,88,156718
530459,41,73684
1827124,13,1827129
530459,40,110101
1407953,88,156429
2092967,62,6470
89235,41,2058777
1456212,13,1406743
17427,48,179561
11275,41,80298
1334815,106,1232
1272344,13,1932591
1253524,13,1422133
1426861,13,816212
1995185,13,1721485
377129,13,365720
851170,13,501489
1361183,109,314897
53404,88,131845
648525,13,648149
195,16,708378
10331,13,665958
1765861,7,1765209
372420,13,405503
2062278,88,1814699
413973,13,458462
1768456,40,1073544
6546,13,1430785
120320,35,13384
2004135,63,2003762
812753,62,154
372303,13,1149050
1658564,63,838285
1766839,40,952980
790303,13,821518
14468,40,1001744
223801,88,1365832
301466,106,1970929
11184,16,1359665
1753714,40,1767906
377539,13,369866
526620,16,1793390
1887344,62,548
1253397,13,792466
404700,13,1464828
882501,88,628058
1385264,26,1625801
101746,54,13391
236866,40,2139018
291919,88,1065
1272061,13,1271592
705781,7,418843
873020,63,1399760
279408,13,1430335
390789,65,52548
1644977,63,833511
2035563,63,2036405
597734,48,1479172
16705,41,1491512
2108533,88,628058
1400401,62,979
142817,16,1897104
16891,65,54444
560644,40,882711
1781776,13,1781780
1916789,7,1574233
771143,13,770118
13291,6,13288
223260,35,156158
359212,109,314897
1456087,13,863344
4784,40,182118
6135,42,1068658
377437,13,371786
10455,13,1546419
47594,106,232498
6633,13,361117
1909620,7,1825002
10066,6,647708
310815,42,77624
47331,6,2459
11237,65,7651
1912750,7,1270141
114737,88,8658
469452,6,456838
792936,13,793155
404252,13,498086
1934572,7,1934298
156709,46,2156
359862,109,742794
1870454,13,1870458
854752,13,1159668
111538,48,1499616
1677443,7,1161449
391063,54,1270
1645412,63,833701
829170,62,16741
785273,48,1860657
1521919,63,1521157
210730,88,4406
390585,54,392098
1838875,88,2149803
2052259,13,2001789
1381596,13,1381599
851551,13,365490
9773,6,11908
120881,109,3812
876819,35,1531642
1353004,13,1352817
1913984,7,1674899
8872,42,74647
199678,88,1265708
1261372,13,1388495
375782,13,371713
87655,6,65306
391691,65,9189
110105,88,47535
7555,65,257
114890,88,17311
2035237,13,503174
2186084,109,314897
30579,7,356812
851240,13,499793
376413,13,370990
1914672,7,283090
7735,88,5419
1388292,13,1388295
6344,7,180499
822233,13,821438
600762,88,14130
4489,16,1619274
1430419,13,365902
2143401,13,2143208
358886,46,7455
1601549,13,1601073
16791,42,1534139
1808252,41,2170502
101093,6,456473
6799,42,75283
1888898,109,393568
88257,40,963541
62261,7,1537691
377706,13,458319
815198,13,815242
89902,40,118032
1913990,7,1700093
56228,65,288
113410,35,8661
1114526,13,1276770
841213,63,843777
2033092,13,2033096
318252,13,368384
606496,40,1053411
2173621,7,2174263
6329,13,361088
116139,35,1500779
1522220,63,1774379
1865054,40,1073543
275362,41,918853
1730,48,1160349
2003684,62,2121
4415,13,1422798
1776131,109,314897
837089,62,9266
119933,106,6456
404746,7,647349
293498,88,87835
393767,54,7555
2134440,13,2107223
2097708,7,2134568
272970,35,883932
1913104,7,260300
2152844,7,2153048
281729,35,363108
1645020,63,833325
1621268,13,1515633
820225,40,202841
1511825,88,8658
1876,16,811924
55312,88,285059
2194835,7,2153016
2119842,7,2120371
559297,13,1241771
133965,13,369913
9027,13,361966
374351,13,361806
1864973,40,894977
27483,13,172644
455995,48,79375
2027356,7,2027372
3679,65,2985
88391,40,109927
503886,13,498008
272549,48,2115488
1971629,88,628058
133447,13,409985
1773807,63,1775760
17553,40,884725
715818,48,1967133
2186804,88,741500
51973,16,1535309
16457,40,939532
851370,13,503342
94762,40,897341
709050,16,1791312
648576,13,648364
2831,40,1859964
93164,41,1379634
748835,35,747552
34396,13,371028
215587,35,923645
2011638,16,2155563
121297,109,393568
602658,42,1262304
1913426,7,1458926
595629,13,1241288
113629,88,156817
193555,106,5232
647747,6,670
1806202,40,1807921
2165771,13,2165394
377836,13,366134
359265,46,10153
102496,6,748
4457,35,889721
214769,35,926209
2041054,109,393568
374925,13,363990
321156,6,6942
2040781,40,933005
159907,35,1265043
2184494,13,2184416
1545006,41,1225279
358724,109,314897
1913784,7,748133
1778068,16,1877725
1781845,13,1781748
202694,88,4480
321174,6,7840
90107,40,903352
801884,13,647978
1062505,88,1421016
1887852,40,199350
8906,13,505172
8871,40,741225
372641,13,457958
5360,16,366381
2176409,13,869950
1091,41,743955
829308,63,829309
1401307,16,1401310
839104,88,706916
554688,13,1259939
9629,88,9631
274185,35,273225
1630373,88,85312
1462317,7,1462134
94877,40,1828452
310814,42,1666599
863382,13,500942
95839,41,2110694
837963,63,1656638
1166,7,620524
2008113,88,251553
13594,35,85202
1916773,7,1777728
1917596,7,461311
1249739,13,1249740
2120642,7,2120286
60884,48,79295
6357,88,155949
12344,16,501832
90805,42,71059
376598,13,648042
90351,41,968087
2106140,13,2106144
14783,35,905585
164183,62,13773
503,6,320089
2455,13,501026
1253214,13,1253209
2027663,7,2027662
10116,65,2342
950550,13,783931
1448671,88,5387
1716817,63,1717643
2003659,63,830956
4316,13,365821
112366,46,14081
4287,13,1389253
1658560,63,1717109
120973,106,142804
167185,88,1814715
8945,13,173264
2004507,88,706916
321863,6,319870
93631,41,1833926
2106869,13,369694
157797,88,592961
7620,48,1160358
555612,6,101636
11433,16,1114838
747126,35,15866
273222,54,97029
1150289,13,1147404
17407,13,666817
11275,41,1540428
2119666,63,2119540
373930,13,369025
236283,40,1072430
1915993,7,638230
1156734,13,1476505
3931,41,1607016
2159079,16,2158850
863364,13,1419471
13285,16,1709013
2321,42,80220
75,21,1869386
1657262,63,1657149
6496,16,1069037
49008,16,319485
134161,13,821122
360035,35,910623
876007,40,101580
1923090,63,1923689
1832170,88,589300
34781,16,950481
312022,40,1703485
237300,40,934267
320582,6,745
741734,13,1614557
12434,40,2148493
1916481,7,863915
375567,13,367283
11684,42,602145
2151484,62,2795
47316,7,1607752
375334,13,499482
617583,63,1829807
373796,13,369791
2154669,7,2154668
47246,16,172329
191540,48,943349
1601640,13,1601642
116552,88,155949
188088,62,152
101930,54,110586
52373,40,939690
815416,13,786865
497049,13,768288
1658052,63,834979
91788,40,1832914
280038,6,320239
1571526,40,884394
169262,88,592635
2016238,7,810160
1239134,63,840675
2041558,7,2042887
1915147,7,258610
45022,7,2084478
292097,88,4406
84688,88,282089
1686092,13,1686097
373044,13,369045
88260,40,109915
616,45,1867
322079,6,322570
12504,40,2040074
1913410,7,1613972
13738,13,367885
2004282,62,258
321228,6,11340
545,7,180688
870132,13,2118002
1659147,13,1582461
2839,41,1572276
95507,40,1296997
378033,13,781910
1834838,40,1265197
2164300,40,885778
320454,6,14193
15754,40,2029425
375739,13,369222
2118135,13,2117843
1914279,7,1911182
391739,65,9359
1767328,40,2058637
1841214,13,1855020
1587292,63,831871
1434353,13,553967
554769,13,769971
11711,13,371444
852098,13,502024
1926147,13,366211
865699,13,2046509
372691,13,371412
596419,55,6539
1887499,63,841655
373783,13,771557
863323,13,1114152
1917149,7,736381
169904,63,845055
391444,65,14086
2106819,13,2106708
9678,40,281722
790474,13,821428
1865267,40,1683210
449916,6,101249
1767807,88,87828
1456144,13,852798
134109,13,366498
789868,13,787896
221089,35,218758
1658416,63,1587887
31066,16,1888411
2022329,41,2105313
1156,7,1368166
196892,88,706919
93665,42,76858
1521518,63,1587603
18109,16,2183943
195,7,357017
2078753,16,2143348
13569,16,1069105
2044963,7,2044964
51828,13,766130
2041760,7,2043007
365434,13,368704
1773753,62,5282
95347,42,363252
1471586,63,841059
195,16,642308
1543447,35,911816
1512816,7,1756144
5767,65,288
1901484,13,1899108
716126,46,10036
88765,41,990705
95658,42,73136
7266,21,1869428
1522083,62,15168
1923198,63,1238735
1408215,88,156429
372804,13,1419444
222263,109,314897
1494980,63,1400118
1657713,63,838030
1239865,63,1238633
17540,16,137103
1545048,48,1009452
1463003,16,2152363
5165,13,1430220
811555,7,283849
1619652,13,1619657
318785,6,4847
5615,65,288
95927,40,1042746
723657,6,723661
850766,13,506020
2183318,13,2183323
1522086,62,3351
2020101,62,2394
1716717,62,5302
88286,40,1034997
321192,6,7321
2018162,13,2018145
1888011,40,2060538
122884,48,1098388
203458,35,275648
296899,88,87828
372312,7,1537703
1253195,21,1869431
12896,62,3655
597804,48,619704
65437,41,2192476
398270,62,1058
706513,170,4101
6438,40,1379313
1915511,7,747812
2028723,13,407145
1916320,7,863747
421835,48,1452535
393,7,274586
90660,40,1570232
2174902,13,1797245
1755556,63,1775439
1993696,13,1993642
1358732,13,1535889
757072,40,2059638
121095,106,144335
1769714,106,1491626
376833,13,457971
2063365,40,1502733
1370632,13,1480971
1252931,7,1252651
119711,106,1179
1915662,7,461741
1923111,62,197238
13841,21,1869720
1264451,13,1875242
469675,6,319753
53107,48,1224918
1389081,13,1366397
2087562,41,2143982
1152473,13,501087
166240,88,6401
1773809,63,1774735
2003679,62,990
233190,7,282802
53086,35,889998
801976,41,1122764
2106811,13,1989410
7916,40,223182
2027071,7,2027072
120602,106,140684
2054519,63,2054774
2063959,40,1302005
1392585,6,320198
1914334,7,788183
2890,48,2033469
110278,88,156859
2106766,13,2106703
32981,13,134512
1923999,13,1388636
503834,13,498726
7085,16,500413
47556,65,16758
1839217,63,1400910
788808,13,723408
157665,46,5333
2017,45,17489
1657172,63,1656282
40600,7,1537986
1360206,13,1263458
373446,13,366226
2184617,13,2184403
1672872,7,1573721
1916175,7,1675279
376968,13,498938
108799,35,1342325
831292,62,11161
468717,55,3251
309529,41,1408534
6082,88,589300
2189949,16,2189942
1833556,40,1250706
2010434,7,2010433
1657309,62,1545
37492,16,458535
169178,106,308805
17423,42,422039
595492,48,1624186
723600,41,2144551
617798,7,2006939
2090069,88,1545071
840749,63,832034
299220,106,870
377261,13,368245
13512,6,65372
2018429,20,1514879
301339,109,1512380
6316,41,2192031
746331,7,746332
229925,16,1241525
851567,13,502885
1838698,88,17958
1913346,7,1701091
1767910,40,890948
1641408,13,1690199
484056,7,484058
1658195,63,873810
851449,13,499452
7746,40,908047
830948,63,845717
8575,63,835867
8294,55,2377
1239396,62,548
163653,88,589300
109862,40,58996
45092,55,355170
290050,42,73284
15613,13,821250
610,7,1626134
1793,88,706164
1916379,7,487888
1407554,109,314897
856003,16,1261888
648581,13,1283094
2186341,48,1967073
1908624,13,1908615
101136,6,11859
1941653,13,1941686
1645204,63,845422
1591527,13,500480
1917793,7,1252469
95159,41,2059113
1773839,63,1520689
374119,13,366736
631493,88,108
870,13,1372084
1546560,88,4936
45107,45,2296
47,21,1869434
1916663,7,828579
133991,13,370608
47449,42,997945
1834263,40,975223
2027934,7,2027935
353292,13,500786
594874,40,608908
1249637,16,1249640
1715992,13,1802768
404330,13,1492617
13254,55,125546
10478,21,2804
54431,88,614392
134493,13,769683
245429,40,1878825
842273,62,2796
1641487,16,1791440
13939,13,1277076
1279515,62,47203
630998,88,54956
1157616,35,1157615
1660420,13,1276770
1916843,7,863938
109691,54,109690
595789,40,891955
2186067,109,314897
12994,16,957129
5999,13,361077
224469,88,1572561
292067,88,87835
131784,7,180733
1957860,16,1957876
1249464,13,1249466
157808,46,12296
1582241,42,74477
1628951,13,1628918
1716269,13,1716428
704984,7,258547
312027,40,1001436
2083125,13,2051569
1607777,48,989906
1704208,109,1512380
554845,13,554497
1913711,7,875308
1807893,13,659733
1931517,13,1931494
17793,7,180591
49356,16,1434296
419825,7,1115349
1908445,13,1933226
397285,54,16758
1470234,63,1470192
182186,21,1185
8131,40,588980
620367,106,11177
820230,42,71427
1283005,16,1263113
2107987,109,1866518
