head_id,relation_id,tail_id
113472,88,156747
2035675,62,8657
1716702,63,838179
2103593,88,706916
852092,13,502536
2004156,63,2003906
1678122,109,393568
2027380,7,2027381
7572,48,2084490
372762,13,371016
94828,40,2108345
14953,13,665892
1761273,13,1765932
12952,13,2143551
374005,13,366108
121693,109,393568
841704,62,10330
648523,13,648345
377188,13,499482
95715,40,1832386
1250153,13,1875222
94914,40,2104143
1917098,7,1796499
12867,45,740
808993,13,502331
8623,6,1798
1882305,7,1882061
1520618,63,842049
14378,65,9842
1807522,88,314900
120978,106,143001
1975721,7,2010385
1282809,13,1282811
3047,45,5981
88264,40,101777
590877,48,1828226
1792804,62,1270
2089868,88,2044572
504051,13,380736
12999,6,517108
321025,6,5343
594667,7,1880094
47883,62,548
356636,35,3184
2174381,7,2173667
53171,35,1111467
870122,13,503362
787338,13,787615
2003476,40,199284
364704,7,746313
1913750,7,418348
9891,35,363139
12295,48,2060906
15145,40,2089690
2819,20,665604
1591513,13,500702
820235,6,13502
377119,13,367359
831616,63,839673
620475,170,102616
44942,6,44941
2173613,7,2174252
14058,40,1254825
88282,40,2090115
1852498,13,1829605
372842,13,370417
1833575,88,707550
166208,88,156369
2004310,63,1657018
832761,62,10999
13224,65,473
17413,42,741877
1753718,40,1767904
378430,13,503227
1159375,13,1159471
1768760,40,1878512
1658515,63,839943
1975110,63,839877
5759,41,1102952
9698,6,84887
113169,88,156754
9411,6,1198
355744,16,1360180
10861,65,3179
1993683,13,1993641
1923091,62,7060
1271805,16,1264681
1400001,63,1399071
468485,35,137459
1916841,7,283220
1755260,63,1775542
1538564,7,1537539
17627,40,2161029
1456157,13,1405029
8831,55,12734
111861,63,1279377
1962465,7,1961684
757645,40,842418
2150598,13,1582331
3886,6,319842
1114026,21,1869386
29201,16,627383
9678,42,74208
103645,13,505216
2104296,40,1344996
1941320,13,1931157
93352,41,1998560
2098948,13,2098628
1972295,88,1480381
1450657,13,1450662
376199,13,371926
875901,7,875758
873486,63,838714
33207,6,187129
1643770,63,834813
2005498,40,2005118
14090,6,65444
1887423,62,258
236494,40,1815004
2135092,7,2135093
26651,26,1283274
1915991,7,1227339
391668,54,4741
398379,46,9432
53564,88,589300
2008567,106,2038546
855774,48,1966198
373239,13,370765
373350,13,367848
1259378,13,1419405
222480,109,314897
1971130,88,589300
600789,109,393568
1934,21,1869444
1149356,13,362403
1917746,7,1357983
640450,88,2040840
7361,20,665786
1716776,63,842231
2194443,7,784626
1916172,7,1675350
1916639,7,828573
793044,13,369577
202892,62,3656
167130,88,631318
56785,88,156499
16240,88,11209
7983,6,7981
17292,7,1944910
851310,13,499129
1639868,13,1639551
86008,7,123487
321943,6,47432
2139229,13,1514906
853080,13,852625
1420490,13,1511310
851207,13,764513
24348,21,1869386
91788,42,178867
1521538,63,839118
7432,65,4542
706148,13,501392
63275,13,660906
2120632,7,2120191
2036750,13,2007104
374552,13,458197
1582241,40,888206
111865,63,1470771
120885,88,285059
1606764,48,1003125
372239,13,365714
181885,13,361653
2109521,40,979778
41314,16,554022
372750,13,502798
1727,7,356843
9661,26,665829
396739,65,272230
1915462,7,1700681
89823,41,201216
863377,13,1156623
2119722,62,3656
2004278,63,2003894
13829,13,1754577
1386782,26,1639854
2016303,7,417880
275581,35,7754
1366604,13,1381051
1261818,13,498140
3543,13,559982
13759,6,319992
393871,65,52548
1914766,7,461677
1755801,63,1775561
13910,7,720157
792092,13,1908604
90005,40,932946
2161630,109,314897
1657887,63,830031
112965,88,797301
874241,13,1401555
378472,13,821106
365054,13,364044
1949569,62,2145
1405386,13,1388933
1896550,88,314900
7629,6,7636
1657468,63,843243
3617,16,404906
139049,35,137533
203447,35,275648
608615,109,742791
102867,106,140363
246883,40,952618
1463770,88,1572728
2173484,7,2173846
30796,20,665712
397624,54,17458
110784,88,4406
404385,16,173514
2153525,7,2153146
390559,65,4739
8255,55,2548
9273,42,74035
92305,41,2143883
469491,6,469760
74380,6,74378
114426,62,5379
1773750,63,1774282
294573,88,314901
2093869,7,2093868
829,7,555645
121779,106,11791
275477,65,1327
2193345,62,936
10432,13,501310
16758,65,99
377344,13,459206
373401,13,498938
94396,41,943770
680930,106,446591
600809,106,8649
211221,35,1531038
109862,40,629919
37091,13,503538
957946,13,502068
278104,13,808696
161926,88,87835
1389130,13,1709746
373007,13,365482
95873,40,902763
364492,40,1762570
852576,13,370770
225862,88,6673
14048,13,484540
2040402,41,984628
1491768,63,829260
1716704,63,1717373
17311,7,810278
133756,16,457128
1658565,63,1400272
120705,35,6765
2171726,62,979
835240,63,1587408
395841,65,52548
1934478,7,1934301
316659,40,1353872
706830,7,1860798
378399,13,370846
121872,106,12543
555150,13,554154
13611,7,1879491
1913620,7,1911800
13918,6,5690
377135,13,1401555
244352,106,17765
2093004,62,6213
1614213,7,874847
222662,63,838975
1535596,13,1535632
2194325,7,542074
164921,88,8658
847542,13,1428777
236769,40,1336751
209637,35,1347443
836447,63,834552
111335,65,8304
139138,35,137532
52345,35,3329
2119895,7,2120403
2004265,63,2003880
314553,40,308343
526153,55,813
1914821,7,736376
1913371,7,283010
10036,42,69407
468717,48,1571707
167851,88,2758
271976,13,768261
9569,40,187407
1400339,63,1398909
2052279,13,2044379
4844,13,530714
398296,62,1553
1253175,16,546720
868208,13,821494
187247,13,504278
61055,41,1121454
9120,16,1427056
318845,13,1644956
373417,13,366711
378188,13,371401
1769159,40,1501522
2763,6,9368
835327,62,10318
850835,13,498444
47554,88,16399
2014746,7,809614
625697,63,1887057
1430402,13,500978
1913362,7,1614006
1449061,13,1448950
2106836,13,1602503
1915632,7,1742579
2092937,63,2093280
5671,6,7327
320572,6,319697
1657331,63,1656948
462501,16,136997
85031,6,2459
275432,40,536453
4028,40,941534
647723,6,319710
47469,13,553950
1768440,40,916704
802152,6,14577
392831,65,7283
245014,40,1746745
1253183,13,1619477
114399,109,314897
1259351,13,1233177
829837,63,831745
837089,63,1775063
852621,13,360900
829369,63,1521138
11229,13,501616
85401,6,102898
2004279,62,548
554729,13,554558
11358,55,13729
92638,40,1106190
709037,7,487697
91367,40,162247
15168,45,58
1471524,62,6599
2041464,7,2042846
504135,13,501525
1753715,40,1767905
2094474,7,2092832
802177,6,14577
2165765,13,850392
706479,170,4101
1830143,63,2054939
1749382,170,589334
821843,26,1283278
1486998,55,34778
1887501,63,1886812
862814,13,498960
2054543,63,2054680
788587,13,876266
2020665,63,2020095
317630,88,1480382
2121096,13,1838165
14171,13,667439
630746,41,2086553
1941348,21,2804
194582,48,915852
1396,7,1859727
850961,13,502251
285054,35,2017531
648654,13,781678
383791,13,369162
5524,106,888
1792886,63,1792573
1645624,63,833700
1330010,88,1618943
10941,13,767997
318411,13,366301
1778168,63,1471614
1657597,63,842774
539928,16,1891505
1914520,7,748017
27088,13,663341
123004,40,1122118
830506,63,832210
373527,13,370217
2194441,7,784867
131238,35,9152
320640,6,39650
66453,35,1879931
2036807,13,2036809
8901,170,231132
397277,54,7076
1887439,62,4483
1426857,13,406259
1392374,7,1484132
9678,40,1059303
9157,88,108
1888011,40,2087694
1588537,63,1587202
376091,13,367833
1657705,63,838053
310133,48,970918
133770,13,501082
1455942,13,2032873
161176,109,393568
95356,40,979554
851920,13,763716
2194309,7,526756
30850,13,485252
1806534,41,1776231
748601,35,747562
756843,62,99421
391429,54,45233
97472,35,2806
757022,40,2059586
1914093,7,747336
504092,13,502517
1040,62,99
1854776,62,1553
93024,41,2110352
1830170,63,1829911
237500,40,884190
93655,40,1058515
249836,88,155959
1278134,63,844744
4607,40,1020302
5451,40,389273
9183,40,984285
236557,41,71677
2003660,62,258
734745,40,1947764
14683,6,2177
1838985,62,1553
653419,7,1411183
17824,40,964180
390259,54,17456
589392,106,229551
851116,13,498815
2062291,88,1814697
364642,42,743524
1400781,63,832366
1971906,106,60951
5955,20,665546
1707644,13,1685820
2151471,63,2151953
90724,42,178647
1830170,62,548
1448987,13,1448981
2092981,62,9158
2009144,13,1989689
456510,6,456508
310813,41,1966525
377447,13,372060
707074,170,4101
868340,40,996454
156765,40,113718
2152117,13,413825
188703,170,1045
1631735,48,1409036
2096704,88,87828
28443,13,498973
1913501,7,1157689
199856,88,8658
620954,170,102616
1629169,13,1628899
49717,13,407787
2016233,7,2015401
14642,48,990261
489284,35,487913
14593,35,1500406
125422,65,11319
1916863,7,863941
951108,88,1421016
5863,35,173225
7769,88,8658
1807425,40,2109789
375656,13,368861
93840,40,1480374
707260,48,1452441
722326,7,736706
375040,13,369168
195,16,863139
1580,6,97394
321895,6,744404
1471393,63,1471162
1259356,13,1259615
9426,7,1492342
628103,42,177866
3039,41,2144355
1755764,7,1700641
392724,65,926
275388,40,2038427
2165585,13,2165578
2194661,7,1743043
2196,42,72326
91946,40,1972525
41084,7,221077
1259136,13,1522402
52340,54,8268
322054,6,422210
616423,88,1869785
1266333,13,1370477
14582,16,372457
1916549,7,863925
16236,35,4010
2106764,13,1883029
6316,40,2081939
199488,88,9631
95321,40,979537
11951,55,3543
375488,13,371815
15605,13,408586
88214,40,110393
300210,106,273133
270255,40,1250921
1263283,13,1282837
5555,45,1520
133961,13,370967
475,40,469074
1272559,13,1272560
2135167,7,2135168
7574,35,1606701
206008,106,934
398048,65,9571
51453,13,368890
360111,88,614392
3246,55,16094
9736,40,271974
1657320,62,332
845711,63,845693
310590,48,2059361
1914404,7,1251409
1913205,7,1269287
38116,13,319108
17264,55,62513
390216,65,7555
373672,13,372106
117266,63,839573
15529,6,456481
263209,88,307298
273225,7,7635
1645708,63,833577
876640,13,1161933
1914145,7,1764555
813,16,1875685
555027,13,554354
42110,7,161027
440063,40,112171
503752,13,1264352
89779,40,995551
235880,40,999197
376766,13,367148
377222,13,1352179
1923064,63,1923296
1591510,13,1591465
374601,13,134063
166600,109,314897
2096723,63,833373
1262641,13,1262452
81782,7,638819
1947978,41,2146491
841271,106,132451
400,13,411787
62050,16,1241272
374744,13,874024
93005,40,924984
16760,16,368053
2159486,13,2155580
2014807,7,2015135
1916086,7,487939
372996,13,498049
204916,170,589334
376662,13,369459
1753637,41,968082
610,13,1544474
1683241,41,2034213
18096,55,900
272658,40,891672
169201,88,285059
95850,42,907626
1920934,88,1920935
1689537,13,500399
1755704,63,1774046
1449060,13,361951
1358381,13,502898
16635,13,580748
2089267,106,60951
469602,6,320172
2004238,62,1702
372957,13,372012
364284,6,18063
1833227,40,1250679
167284,88,614392
358525,88,54956
3709,16,412084
310610,106,140363
68666,48,1406598
310582,88,8658
373131,13,371745
162085,88,706916
2156563,13,2106637
316660,40,1123224
111087,88,4936
608585,41,1762641
456382,6,8640
844176,63,2171856
391475,65,9190
458818,13,458401
757284,6,14577
15701,6,320415
2004246,62,2145
1914713,7,417095
1249684,13,1263953
424076,40,1345435
16547,20,665796
9529,6,320151
1254748,35,364347
639674,6,356716
591407,88,592545
373702,13,458077
2162197,109,393568
132150,35,941351
2165763,13,1941531
45151,55,10183
1915794,7,810446
1614262,13,767804
2171739,63,2172135
38641,35,133130
11275,42,80296
393812,54,290346
2136237,13,2136135
85308,55,1455740
180436,35,16695
84783,6,14554
87990,6,65464
1250016,13,1261055
247589,40,2034050
114816,109,393568
1814991,88,592520
1682,6,1697
1948475,88,592663
2138741,109,393568
834577,62,7103
11778,40,903875
804264,13,763826
1838889,6,100237
2150592,13,2016810
14028,35,1500785
14502,88,108
382681,42,70563
111409,54,14698
131830,54,10962
631092,88,614392
8582,13,1422588
872215,13,872216
1614574,13,1614248
233271,7,1943766
1284,42,1492079
222675,88,108
1748299,16,2063650
1767392,41,2168057
392092,65,9189
237337,40,1807654
7131,7,990004
199441,88,47535
116408,62,8173
1792801,62,10885
1870876,13,1933216
2121025,13,499029
2006640,88,102908
15820,55,900
364938,13,363561
792827,13,787722
836099,63,836098
2136242,13,2136130
1842099,16,1842096
1716833,63,842074
373056,13,133907
13485,13,499462
121011,46,2156
757155,40,223704
2194268,7,418022
1971011,106,320482
7342,6,456441
6561,16,850942
1456555,16,2036833
144970,7,1860409
1657230,62,5598
1691062,16,1701867
1241525,13,1958122
3543,13,504823
13824,7,2173870
122146,106,147973
233293,7,1943857
1967855,13,1918306
1834817,40,1642826
27039,13,1156565
595026,41,1997847
4928,13,370336
14508,13,367565
120861,106,1736
13598,45,599591
1250167,13,1241087
120928,106,140380
851937,13,501320
2009922,7,2009921
2553,13,499008
96419,40,1920502
297181,65,52548
92257,40,1128117
112447,88,155949
311907,40,1498486
1618790,7,1618789
375283,13,368258
35110,13,367571
555050,13,554512
456599,6,101065
620389,170,102616
125546,13,360968
1147634,16,1114817
91775,41,72575
1157187,7,417398
235536,40,1942544
1914149,7,418373
841694,63,843841
1946911,16,1946921
89256,40,921628
1916487,7,283207
95846,40,2082280
1915275,7,809296
1917334,7,827858
372366,13,499677
1546728,42,497876
792894,13,499187
90624,41,2167309
626286,40,917270
1887870,40,882452
6440,42,497934
224116,35,1500137
1755262,63,1775664
1260146,63,873422
321968,6,16260
166906,109,742792
612795,35,1497551
89226,40,921490
1749172,7,2019032
593893,41,890471
392082,65,1581
165928,109,314897
870705,41,82801
236809,40,897466
594935,40,2191883
2134947,7,1950815
27786,13,1993701
404651,13,371016
38068,13,484696
1834838,40,1816098
394160,65,9571
85276,6,84749
1923151,62,10990
33115,16,368901
247620,40,904570
17540,16,137099
133514,7,1624896
1275,41,72889
396488,65,9842
50562,13,783033
390227,65,396969
1381189,13,1371938
2135,109,393568
1914763,7,736076
375850,13,501227
1270609,7,1270608
90643,41,287331
1486681,16,1522468
871569,13,872499
597975,40,1782085
216604,35,1670851
393662,65,52548
834149,63,844885
694711,63,1400126
1423533,13,800293
404380,13,318110
3108,42,76665
187298,88,2584
118034,88,6673
1658472,63,1399460
1826337,7,1817395
1657464,63,843237
617585,62,3032
1449063,13,1448951
2020666,62,4788
10844,40,1572585
2103666,88,1405706
111864,63,834859
376371,13,369917
840974,62,4670
102550,6,8362
87734,62,3032
2054403,62,535
391777,65,389647
1286559,65,181939
1917593,7,283249
1400317,63,829788
485547,13,485665
2193904,7,2193903
1532,20,448960
1399260,63,1399261
1896614,48,990299
594934,41,974356
14080,40,1549513
41310,13,1428252
2044226,88,307298
9061,63,829350
2043138,7,461376
360467,6,47106
16444,13,361556
404791,13,533569
90930,40,1573036
275702,21,1869416
801976,40,163516
12411,40,1400806
1921361,40,1102293
95947,40,2082300
8131,41,187445
12709,42,76167
120653,109,393568
2196114,7,2196113
1915439,7,864629
2010451,7,2010452
235598,40,903747
395179,54,3707
165662,106,490657
165203,109,393568
1406729,13,1406732
1515352,13,1535414
5981,16,554676
648555,13,647887
1926212,13,458008
177688,7,1021778
14699,65,979
1646176,63,842839
2039100,62,4483
2341,40,1516653
61886,7,1268069
13047,7,1606553
1917336,7,809109
224903,88,5050
90010,40,995977
1582483,62,9581
1122123,106,1736
2054420,63,2054885
1870375,13,1535390
827635,7,828476
1238665,62,3586
815817,13,815800
111814,109,314897
850823,13,506693
8926,13,1122996
1914858,7,748255
10227,6,6564
1970589,63,831898
396621,54,356716
3491,48,2033309
456172,6,10616
1148006,13,790378
1716755,63,1717421
1912895,7,747287
2106788,13,2106727
297991,65,2779
162698,88,589300
4724,21,1869386
13992,48,1793250
808946,13,485098
71080,48,968295
872024,13,786862
389288,65,60761
1489607,16,2016803
13383,6,4674
1480213,63,843949
1969990,63,1969943
92773,40,1815062
7676,65,52548
9236,41,71244
1454271,7,746204
1643551,40,941218
321781,6,78241
321328,6,125537
484276,16,503639
320624,6,1066
1912887,7,747288
376887,13,371555
2052274,13,498561
373502,13,370408
247523,106,382439
53675,88,285059
169159,109,393568
273174,48,915846
122079,35,146260
2063320,88,706916
504117,13,500172
1767618,109,393568
90714,41,2024390
102718,40,834669
620848,170,102616
169774,106,14882
17511,40,115006
1834401,40,1998347
723663,6,101239
790907,13,552254
554888,13,554226
1115095,88,1463741
51504,7,599825
247228,42,204729
16703,41,999108
851312,13,381354
377369,13,383715
69950,54,15343
3776,88,13476
1532,21,1145
55861,88,13786
321464,6,85119
47253,6,65435
2151467,63,2151831
1122805,170,6536
9132,6,85222
4552,40,1782080
1807520,88,314900
840765,63,842378
125550,26,1283274
1941643,13,1932990
23121,21,1261
309977,48,953834
1914449,7,748009
5322,42,78804
285985,48,1964588
172849,13,370671
1588469,62,99428
95855,40,1015453
1147115,13,1147116
166028,109,314897
10244,13,1259644
222760,62,4203
1916451,7,1252788
1912708,7,1269398
2831,40,939620
28443,13,504890
2152127,13,2152090
11228,21,1869415
797814,13,371611
1934583,7,1934405
420953,7,604615
469679,6,319786
36047,7,1063984
790073,13,1691220
14118,20,665694
2046483,13,2046308
2175857,45,16468
3368,13,1146411
272000,88,17376
2764,35,181939
85883,26,1283288
374115,13,370717
536153,26,1817917
787978,35,456459
1403,41,1121649
554879,13,872185
15754,41,77374
1629588,7,1964786
376939,13,370182
1949660,62,47532
394460,65,226404
1914633,7,748141
177205,7,1111575
625518,88,631318
378318,13,458076
287896,35,1104842
378401,13,368142
1543621,35,987070
103665,21,1869445
113355,54,182118
2004264,63,2003996
320785,6,2596
1887393,63,1887068
1918397,13,1918401
869233,35,1004338
391747,54,5034
182598,21,1869446
815417,13,1926207
3931,40,2063448
1949600,63,1950123
2119636,62,548
10334,54,12342
2108902,88,1543684
797729,13,1420889
1420994,13,1420219
704952,7,664496
7103,55,3296
2020705,63,2020143
404773,13,1371633
1455212,16,1922652
321267,6,320029
1914519,7,748018
166055,109,314897
2035539,62,6470
380145,13,380149
2112,41,75862
829200,63,843534
830193,63,830195
22747,7,1880438
3889,6,456800
1588414,63,1588371
1773902,63,1774645
10419,7,590095
9736,40,651131
1677190,88,706916
313970,88,589300
1941593,16,1941456
389485,54,13646
797784,13,360938
2065284,7,2065443
390217,54,221027
246500,41,72153
1467920,16,1629003
53905,109,3812
9407,63,2093358
316671,42,1497556
798999,13,798090
16013,109,393568
831628,63,845147
792366,13,369293
731762,7,417260
1979,13,371923
236445,41,1365784
115518,35,285051
37492,21,1869428
1949686,63,1399078
723636,88,8317
2009,42,75229
1682254,21,1232
391329,65,119
692446,88,2040840
236784,40,1570241
9044,13,361213
469440,6,2974
1522217,62,2239
2009,41,2019596
177416,7,1965788
648618,13,647975
1150493,13,1514424
162533,46,9827
13124,6,15766
2181,7,260303
1657768,63,833670
278964,7,1876094
599867,170,589334
237411,40,931214
17880,55,876
246248,48,1025116
16722,21,1869416
5957,13,504995
313705,40,1096930
11154,88,87835
318740,13,368090
757603,40,223318
1485686,16,1545503
116624,88,156495
555022,13,372136
1493,16,1918522
88790,40,1350513
2076119,88,801948
2162196,109,393568
1645602,63,833258
1995172,13,1975812
374980,13,367040
835375,62,4203
851217,13,409988
786100,13,647961
1831135,13,1840331
787044,13,787045
275385,41,1056660
1887428,63,1238687
1147998,16,1618840
1142,16,1237
705073,16,503720
2321,41,2033540
10276,20,665580
2077115,13,2076910
1805504,16,2007436
7078,88,4480
204713,48,970773
127481,7,1353816
235961,41,1829405
1916333,7,1252786
1657540,63,842992
9381,42,72069
133874,13,369043
2193276,63,2193273
294750,35,1073789
47168,13,360803
364677,16,360841
7497,88,4406
116931,35,52887
1914081,7,1765148
88286,40,292310
820227,40,1831270
743600,65,288
1913268,7,1356838
2341,41,74024
9091,40,1547514
1766566,88,156271
7677,7,176066
2195551,13,410399
850448,13,850449
1521518,62,10300
745418,40,949593
1802740,55,2032822
1886176,13,1754568
2174430,7,2173969
5218,88,282790
1914524,7,526795
723150,40,1889079
882524,88,628058
1379783,170,17320
7334,40,2148489
197848,106,322423
851469,13,499520
245919,40,1767395
850611,13,498470
2065260,7,2065420
1657422,63,1656863
616246,88,11209
1913295,7,748061
2105719,13,1956807
594875,42,83147
8515,16,363318
1887402,63,1886733
850665,13,498102
2171784,63,1238958
75789,65,14142
13756,88,156564
3324,7,973278
851703,13,506006
624471,109,393568
377138,13,370098
197226,63,1970178
1767041,40,909360
7499,7,1412923
1607200,35,1572410
321628,6,456849
1676810,88,706916
377767,13,369415
16969,13,1427536
737171,7,125310
9818,41,1267242
2151535,63,2151881
60714,35,57561
83173,6,469380
1400327,62,100356
611224,41,1966442
1276,41,2190622
41829,13,498810
6354,48,1944646
289951,40,1292644
872308,13,872309
121285,106,382362
506133,13,574103
460619,13,665909
850934,13,504213
618778,48,888373
2831,40,398255
1009,170,231028
2159738,13,2174887
9509,6,15784
86048,21,1869445
1932857,13,1926275
704925,7,416518
45191,6,320409
372634,13,369905
851346,13,504268
1834259,40,1015755
1916480,7,863914
378322,13,787959
1852520,13,1829604
15032,40,1055866
1914346,7,418400
1471815,13,1471816
91775,42,816744
373267,13,372048
851063,13,498770
89828,40,906133
1400253,63,1400247
1546683,7,1083700
457078,6,357728
282435,21,1869414
396850,65,52548
15753,41,1703891
7223,13,361127
8279,45,15568
1602369,13,1388755
1916418,7,487892
1934548,7,1934229
389238,65,10859
1232338,13,1232339
133955,13,133956
17586,20,665568
757009,6,14577
130488,13,768062
469509,6,320328
871954,13,871955
2072,170,2071
1916461,7,1269714
1263644,13,369267
1773703,62,1280
2154682,7,2154683
870705,41,71265
8186,16,133687
47449,42,70211
813,7,2115799
18063,16,1267609
235234,7,897977
14649,35,14642
91032,41,2085037
3300,16,372207
9864,54,2985
503711,13,498168
640447,7,2168090
12865,13,577859
1259340,13,1241605
2038381,88,314900
2106758,13,1824052
830420,62,3768
321840,6,14814
2073123,13,863455
593700,40,223504
851889,13,501051
2041746,7,2042999
95917,40,1543547
608162,48,1677619
1645566,63,833479
1912649,7,875526
28124,13,666432
394347,65,226404
2925,40,2053201
1701804,13,500399
5264,62,58052
8870,40,2062090
316670,41,70071
1914995,7,638206
1116,13,498453
2151499,63,2151857
488976,35,488338
515678,7,2173852
1767339,40,910246
88766,40,1105953
4796,13,360995
737115,7,736961
114400,62,4203
1582,65,1033
1915587,7,1742587
748642,7,748247
169830,109,11224
373018,13,368820
1864931,88,592701
2243,40,1697955
378261,13,367067
889,35,8331
218830,35,137515
8177,16,1866297
2020754,63,2020000
873474,62,99021
14744,13,134105
88321,41,955744
648779,13,648217
88460,40,914619
2016664,13,2016641
1250085,13,1250086
591294,88,1365832
1582241,40,1944587
850706,13,1264369
303532,106,1750
836355,62,775
321191,6,320230
2083260,13,2083257
320614,6,319706
6580,35,6574
1657687,63,838120
7770,65,288
2149558,109,314897
172352,16,1419455
3439,7,180483
90643,42,178401
1917411,7,747215
166036,88,108
316665,40,1642870
851879,13,501006
393873,65,288
1588633,62,9579
134021,13,552493
358848,35,87839
30882,13,457389
843317,62,102050
1582241,42,74378
372591,13,361557
66308,13,1149268
705100,7,258722
1773780,63,1522017
63345,6,13679
52583,48,1793382
2165711,13,2165408
782494,7,176056
1950518,16,2159870
2194285,7,258583
1932407,13,1932030
1689555,13,413598
15473,35,389852
49835,13,369661
1867353,13,2107200
373146,13,370576
42825,16,1893283
2232,48,915460
6316,40,1344801
8370,55,45
1657910,63,846119
296004,35,1058071
1973146,7,1965933
373326,13,370407
318447,13,281509
1834121,40,1753349
318976,13,485230
91504,40,1570484
2044650,7,2044651
319282,13,319283
1914422,7,864903
2183419,13,2073112
503910,13,501407
321457,6,10581
1767475,88,282528
2033004,13,2033009
640155,170,13137
2194345,7,637834
392063,54,13341
15087,109,314897
852604,13,852487
1689308,16,1721561
14948,13,170997
1229,16,941801
2805,48,2004368
1830934,13,1457402
15671,65,8303
321284,6,1627
102324,65,14142
122072,106,14686
6750,65,9832
373878,13,366919
1913747,7,258593
357514,6,1422
507993,7,1102557
2020667,63,2020280
1815978,109,314897
1483795,7,1878903
245701,54,52445
395512,54,396380
8871,42,898563
375883,13,371893
1716827,63,835196
738177,13,769365
2568,6,132042
90461,40,202935
4692,20,665664
1854004,13,1817501
2149352,41,1025832
376609,13,1901274
695932,7,2042044
112835,109,314897
1114452,13,850409
38036,13,554000
123016,40,951109
1863068,13,1710113
837651,63,840860
375959,13,371356
92225,40,1045565
2165643,13,2165682
15476,41,77269
1658213,63,844774
112025,88,108
121611,35,145661
2010518,7,2010519
1472015,13,1472014
1152364,13,1366410
1253161,20,1451123
321501,6,320183
649151,6,649139
872297,13,371591
6544,13,1147892
382941,109,11224
1773838,63,2055257
1773691,63,1774308
2194162,7,416536
11402,7,536116
1926133,13,369138
1913086,7,1912539
624530,106,235011
377906,13,503362
503777,13,539097
162622,88,1463741
2136239,13,2136142
1824377,13,816661
1917293,7,1742574
160085,35,160242
14624,48,1085600
1765842,7,1765271
246887,40,975073
223533,88,223507
1402138,13,361375
304961,88,685652
60838,65,52548
822389,13,852808
1147042,13,362760
2151428,62,6381
875880,7,875331
1889860,41,2112149
620349,170,102616
324371,13,367545
160346,170,589334
8358,40,124317
316654,42,71377
88264,40,1548190
2093032,63,2093601
2173527,7,2173888
1157703,35,1157702
597,13,410274
503776,20,1486098
1806568,41,1110703
8177,16,372459
839173,63,843394
167964,109,11224
377598,13,369422
2195566,13,2195351
15476,41,77118
1913950,7,283345
17017,13,1424063
14942,13,361522
1915402,7,542222
88836,6,11942
460661,7,460662
16684,16,368663
377257,13,369717
1755946,63,1775531
821009,13,821046
17644,42,178899
1968417,13,1955680
287249,35,1011944
376042,13,369609
629425,88,156833
244356,88,715971
1949529,40,2005554
1272540,13,1272543
16694,48,1122965
619525,48,79505
798342,13,798911
1830229,63,1829764
648658,13,458505
157924,46,5643
2004207,62,2145
838431,63,1399639
7730,6,357866
172990,20,1514982
1657429,63,1775796
165752,88,715971
377766,13,369415
15342,40,455577
169410,88,614392
246815,41,2148715
2194491,7,875715
1456210,13,771474
1400942,6,10708
372480,13,365803
1462826,88,801948
88576,40,1335216
617310,62,979
843188,63,1279345
1716569,63,1717747
65233,6,65364
17311,35,1794048
103665,13,502351
15719,40,2089861
373734,13,366592
17326,40,1547155
600959,106,6749
1365738,63,839351
5826,6,5823
359147,109,314897
51447,13,2051608
843776,62,15168
1768553,40,966883
1838415,13,1838420
1710422,62,1289
126681,13,367445
2096720,88,283
365055,6,126340
14167,20,665792
1228167,7,416939
1622,7,2073959
7056,40,2044226
7921,40,2026931
840250,62,2145
1970506,62,4203
321343,6,3434
555201,13,790257
275581,55,8808
393433,54,8303
112529,109,742791
321510,6,11271
1253378,13,1253307
88778,42,178053
390888,65,8346
375391,13,368905
125551,13,361007
1913143,7,1700121
1367551,13,1367376
3812,48,1161038
11892,7,1112936
307046,88,87828
2106820,13,2106695
1253189,20,1451123
378514,13,786003
9236,40,1100177
1249846,13,1875199
102129,35,1744
1974041,13,1974017
290914,88,87835
1400985,13,1352970
7754,65,97
12924,65,997
14189,16,1121771
111070,35,5302
303792,106,5232
26172,20,665627
2089323,88,1407736
17407,16,1123300
801976,40,54041
1388808,13,1388809
2022792,88,396725
4680,65,8268
2702,7,746026
375900,13,554349
6218,40,1919584
15715,7,180838
376175,13,368783
829000,63,829001
2193663,7,2193662
1834812,40,974865
393541,65,52548
12699,7,2115932
2010145,7,2010146
40696,13,370150
1914304,7,417711
289737,40,197186
7354,16,1511405
93582,41,971911
16869,7,904150
113166,88,156752
1923037,62,2145
237263,41,2084770
8771,6,12436
8871,40,120620
485487,13,485661
9827,40,13364
1854831,63,845795
102634,13,408600
397071,65,7651
374829,13,361130
221654,48,1044782
364789,35,2555
1648113,13,1867464
1947648,41,915019
609770,42,2074414
391317,65,52548
131350,35,2109
311969,40,896614
237407,40,894133
65437,41,1121510
229500,7,461478
251417,7,898582
110445,106,294645
456482,6,98407
1109,45,51845
17475,35,2060072
1147141,13,1353579
1162494,13,367236
1914545,7,174257
590202,6,9453
13012,35,2806
30433,16,1899621
2026804,88,8660
392533,65,47196
2188813,88,156733
845418,63,845419
630795,40,2149505
1914738,7,1356996
1676187,42,178162
319930,6,319929
275387,40,2186882
43861,16,876507
554987,13,554343
42555,7,1918710
84847,6,6952
